N	WORD	FREQUENCY	%
56320	3070	1	0.0
56321	3072	1	0.0
56322	3060	1	0.0
56323	3061	1	0.0
56324	3069	1	0.0
56325	3089	1	0.0
56326	3076	1	0.0
56327	3078	1	0.0
56328	3222	1	0.0
56329	3221	1	0.0
56330	321p	1	0.0
56331	322,000	1	0.0
56332	3145	1	0.0
56333	3235	1	0.0
56334	3230	1	0.0
56335	3234	1	0.0
56336	3201	1	0.0
56337	32020	1	0.0
56338	3211	1	0.0
56339	32140	1	0.0
56340	3215	1	0.0
56341	3272	1	0.0
56342	3271	1	0.0
56343	3266	1	0.0
56344	3267	1	0.0
56345	328p	1	0.0
56346	3282	1	0.0
56347	325-328	1	0.0
56348	3240	1	0.0
56349	3253	1	0.0
56350	3258	1	0.0
56351	3259	1	0.0
56352	3177	1	0.0
56353	3172	1	0.0
56354	3180	1	0.0
56355	3183	1	0.0
56356	3185	1	0.0
56357	3187	1	0.0
56358	3151	1	0.0
56359	3153	1	0.0
56360	3154	1	0.0
56361	314p	1	0.0
56362	3165	1	0.0
56363	3160	1	0.0
56364	3161	1	0.0
56365	31620	1	0.0
56366	32-38	1	0.0
56367	32-46	1	0.0
56368	32,33	1	0.0
56369	32,44	1	0.0
56370	32,513	1	0.0
56371	32.40	1	0.0
56372	32.45	1	0.0
56373	32.54	1	0.0
56374	32.24	1	0.0
56375	32.13	1	0.0
56376	32.10	1	0.0
56377	3194	1	0.0
56378	31f	1	0.0
56379	3197	1	0.0
56380	3195	1	0.0
56381	3199	1	0.0
56382	37no	1	0.0
56383	3798	1	0.0
56384	3785	1	0.0
56385	3780	1	0.0
56386	3790	1	0.0
56387	3807	1	0.0
56388	3808	1	0.0
56389	3809	1	0.0
56390	3810	1	0.0
56391	38-9	1	0.0
56392	38-39	1	0.0
56393	38-41	1	0.0
56394	38-42	1	0.0
56395	38.30	1	0.0
56396	38.35	1	0.0
56397	38.89	1	0.0
56398	38.10	1	0.0
56399	3737	1	0.0
56400	3732	1	0.0
56401	3742	1	0.0
56402	373p	1	0.0
56403	37291	1	0.0
56404	3725	1	0.0
56405	376p	1	0.0
56406	3766	1	0.0
56407	37750	1	0.0
56408	3773	1	0.0
56409	374p	1	0.0
56410	3751	1	0.0
56411	37560	1	0.0
56412	39,395	1	0.0
56413	39,90	1	0.0
56414	39-	1	0.0
56415	39.16	1	0.0
56416	39.25	1	0.0
56417	39.30	1	0.0
56418	39.15	1	0.0
56419	39-41	1	0.0
56420	39.0	1	0.0
56421	39.00	1	0.0
56422	3898	1	0.0
56423	3889	1	0.0
56424	39.47	1	0.0
56425	3910	1	0.0
56426	3929	1	0.0
56427	3919	1	0.0
56428	39.9	1	0.0
56429	3905	1	0.0
56430	3841	1	0.0
56431	3843	1	0.0
56432	3840	1	0.0
56433	3847	1	0.0
56434	3849	1	0.0
56435	3852	1	0.0
56436	38249	1	0.0
56437	3825	1	0.0
56438	3826	1	0.0
56439	382.8	1	0.0
56440	38223	1	0.0
56441	3823	1	0.0
56442	3828	1	0.0
56443	3833	1	0.0
56444	3831	1	0.0
56445	382p	1	0.0
56446	3883	1	0.0
56447	3880	1	0.0
56448	38597	1	0.0
56449	38562	1	0.0
56450	3867	1	0.0
56451	3868	1	0.0
56452	3861	1	0.0
56453	3862	1	0.0
56454	3864	1	0.0
56455	36,41	1	0.0
56456	36.09	1	0.0
56457	36.10	1	0.0
56458	36.16	1	0.0
56459	36110	1	0.0
56460	361p	1	0.0
56461	3620	1	0.0
56462	3615	1	0.0
56463	36.267	1	0.0
56464	36.52	1	0.0
56465	36010	1	0.0
56466	35956	1	0.0
56467	3530	1	0.0
56468	35324	1	0.0
56469	3540	1	0.0
56470	354p	1	0.0
56471	3544	1	0.0
56472	35118	1	0.0
56473	3512	1	0.0
56474	35130	1	0.0
56475	3517	1	0.0
56476	3518	1	0.0
56477	3510	1	0.0
56478	35249	1	0.0
56479	3527	1	0.0
56480	3520	1	0.0
56481	3595	1	0.0
56482	3580	1	0.0
56483	35800	1	0.0
56484	35752	1	0.0
56485	3577	1	0.0
56486	35912	1	0.0
56487	3584	1	0.0
56488	35750	1	0.0
56489	35589	1	0.0
56490	3553	1	0.0
56491	35722	1	0.0
56492	3564	1	0.0
56493	35680	1	0.0
56494	3699	1	0.0
56495	37,20	1	0.0
56496	37,38	1	0.0
56497	36935	1	0.0
56498	3691	1	0.0
56499	36919	1	0.0
56500	3692	1	0.0
56501	3711	1	0.0
56502	37.25	1	0.0
56503	37.31	1	0.0
56504	37.40	1	0.0
56505	37-38	1	0.0
56506	37.13	1	0.0
56507	37.000	1	0.0
56508	37.05	1	0.0
56509	37.77	1	0.0
56510	37.81	1	0.0
56511	37.82	1	0.0
56512	3648	1	0.0
56513	3646	1	0.0
56514	3647	1	0.0
56515	36313	1	0.0
56516	3643	1	0.0
56517	3624	1	0.0
56518	363p	1	0.0
56519	3642	1	0.0
56520	36395	1	0.0
56521	3635	1	0.0
56522	36371	1	0.0
56523	3678	1	0.0
56524	laco	1	0.0
56525	laffargue	1	0.0
56526	lafis	1	0.0
56527	lafont	1	0.0
56528	lados	1	0.0
56529	laemmle	1	0.0
56530	labour-displacing	1	0.0
56531	labor-force	1	0.0
56532	labora	1	0.0
56533	lacerda	1	0.0
56534	labriola	1	0.0
56535	lambin	1	0.0
56536	lahmeyer	1	0.0
56537	lagergren	1	0.0
56538	lafta	1	0.0
56539	lagrangian	1	0.0
56540	lalo	1	0.0
56541	laisse	1	0.0
56542	laisser	1	0.0
56543	laissez-passer	1	0.0
56544	laissezfaire	1	0.0
56545	l'action	1	0.0
56546	l'academie	1	0.0
56547	l'enrichissement	1	0.0
56548	l'escalade	1	0.0
56549	l'analyse	1	0.0
56550	l'amerique	1	0.0
56551	l'ancien	1	0.0
56552	kwo	1	0.0
56553	l32	1	0.0
56554	l37	1	0.0
56555	l3l	1	0.0
56556	l20	1	0.0
56557	l23	1	0.0
56558	l25	1	0.0
56559	l60	1	0.0
56560	l1b	1	0.0
56561	l1a	1	0.0
56562	l190	1	0.0
56563	l05	1	0.0
56564	l/l	1	0.0
56565	l11	1	0.0
56566	la8	1	0.0
56567	la.	1	0.0
56568	l95	1	0.0
56569	l80	1	0.0
56570	l979	1	0.0
56571	l989	1	0.0
56572	l'on	1	0.0
56573	l-3	1	0.0
56574	l'historien	1	0.0
56575	l'information	1	0.0
56576	l.c.m	1	0.0
56577	l.b	1	0.0
56578	l.c	1	0.0
56579	l.a	1	0.0
56580	l.8	1	0.0
56581	l.4	1	0.0
56582	l.5	1	0.0
56583	l.6	1	0.0
56584	l.g.m.	1	0.0
56585	l.t	1	0.0
56586	l.m	1	0.0
56587	latouche	1	0.0
56588	latino-americano	1	0.0
56589	latinoamericana	1	0.0
56590	lattes	1	0.0
56591	lathan	1	0.0
56592	latin-america	1	0.0
56593	laureano	1	0.0
56594	lauret	1	0.0
56595	laurenti	1	0.0
56596	lassale	1	0.0
56597	lated	1	0.0
56598	later-life	1	0.0
56599	ldt	1	0.0
56600	lcm	1	0.0
56601	laxenburg	1	0.0
56602	lavradores	1	0.0
56603	laursen	1	0.0
56604	langara	1	0.0
56605	landsorganisationen	1	0.0
56606	lanchonete	1	0.0
56607	lanches	1	0.0
56608	landim	1	0.0
56609	landesmann	1	0.0
56610	landen	1	0.0
56611	larly	1	0.0
56612	lasco	1	0.0
56613	lano	1	0.0
56614	lanne	1	0.0
56615	lannes	1	0.0
56616	laquelle	1	0.0
56617	larg	1	0.0
56618	laplante	1	0.0
56619	klaas	1	0.0
56620	kizu	1	0.0
56621	klamer	1	0.0
56622	kiv	1	0.0
56623	kivlin	1	0.0
56624	kirilenko	1	0.0
56625	kirzner	1	0.0
56626	klasse	1	0.0
56627	knoc	1	0.0
56628	klevorick	1	0.0
56629	kleber	1	0.0
56630	knag	1	0.0
56631	kloeckner	1	0.0
56632	kiker	1	0.0
56633	khol	1	0.0
56634	ki1	1	0.0
56635	kingsmen	1	0.0
56636	killingsworth	1	0.0
56637	krisis	1	0.0
56638	kreisel	1	0.0
56639	kregel	1	0.0
56640	kroc	1	0.0
56641	kritik	1	0.0
56642	kowski	1	0.0
56643	kuntz	1	0.0
56644	kume	1	0.0
56645	kunii	1	0.0
56646	kurtzman	1	0.0
56647	kurts	1	0.0
56648	kubitschek	1	0.0
56649	ktc	1	0.0
56650	krzanowski	1	0.0
56651	ks+	1	0.0
56652	kul	1	0.0
56653	kulmann	1	0.0
56654	kuen	1	0.0
56655	kuhnle	1	0.0
56656	kuijpers	1	0.0
56657	kuik	1	0.0
56658	kohen	1	0.0
56659	kogi	1	0.0
56660	kodama	1	0.0
56661	kodansha	1	0.0
56662	kockums	1	0.0
56663	kochin	1	0.0
56664	kocka	1	0.0
56665	kohlhagen	1	0.0
56666	kolmogorov-smirnov	1	0.0
56667	kns	1	0.0
56668	knowledge-driven	1	0.0
56669	knowledge-bases	1	0.0
56670	knowledge-	1	0.0
56671	knowne	1	0.0
56672	kolstad	1	0.0
56673	kornai	1	0.0
56674	koreana	1	0.0
56675	kotler	1	0.0
56676	kotra	1	0.0
56677	koskela	1	0.0
56678	kongsberg	1	0.0
56679	koot	1	0.0
56680	loc.	1	0.0
56681	local-	1	0.0
56682	local2	1	0.0
56683	local-local	1	0.0
56684	local/regional	1	0.0
56685	loasby	1	0.0
56686	loans.	1	0.0
56687	locking-in	1	0.0
56688	llobera	1	0.0
56689	lli	1	0.0
56690	lleras	1	0.0
56691	llerena	1	0.0
56692	lleven	1	0.0
56693	llc	1	0.0
56694	lledo	1	0.0
56695	lnn	1	0.0
56696	lnternational	1	0.0
56697	lomba	1	0.0
56698	loja	1	0.0
56699	london.	1	0.0
56700	lodo	1	0.0
56701	loh	1	0.0
56702	loewy	1	0.0
56703	log-likelihood	1	0.0
56704	logar	1	0.0
56705	lisas	1	0.0
56706	lirio	1	0.0
56707	liras	1	0.0
56708	liquidy	1	0.0
56709	liquidem	1	0.0
56710	litan	1	0.0
56711	literature-based	1	0.0
56712	lins	1	0.0
56713	lippert	1	0.0
56714	lipschutz	1	0.0
56715	liverman	1	0.0
56716	lla	1	0.0
56717	live-long	1	0.0
56718	litteris	1	0.0
56719	low-fare	1	0.0
56720	low-interest-rate	1	0.0
56721	lowder	1	0.0
56722	louros	1	0.0
56723	loures	1	0.0
56724	lour	1	0.0
56725	loureiro	1	0.0
56726	ltds	1	0.0
56727	ltcb	1	0.0
56728	lsms	1	0.0
56729	luckman	1	0.0
56730	lucena	1	0.0
56731	lowy	1	0.0
56732	lr1	1	0.0
56733	lpr	1	0.0
56734	lpt	1	0.0
56735	lrf	1	0.0
56736	lpm	1	0.0
56737	longston	1	0.0
56738	look-ahead	1	0.0
56739	long/short	1	0.0
56740	lotes	1	0.0
56741	losec	1	0.0
56742	losch	1	0.0
56743	losada	1	0.0
56744	lors	1	0.0
56745	lordes	1	0.0
56746	lendas	1	0.0
56747	leontieff	1	0.0
56748	leira	1	0.0
56749	lehrbuch	1	0.0
56750	lehnert	1	0.0
56751	lemes	1	0.0
56752	lelli	1	0.0
56753	leto	1	0.0
56754	lesson.	1	0.0
56755	leta	1	0.0
56756	leticia	1	0.0
56757	lescher	1	0.0
56758	lesa	1	0.0
56759	lerman	1	0.0
56760	lesser-quality	1	0.0
56761	lessa	1	0.0
56762	lessard	1	0.0
56763	leasings	1	0.0
56764	learning-on-the-job	1	0.0
56765	leba	1	0.0
56766	lebowitz	1	0.0
56767	lealtad	1	0.0
56768	leandro	1	0.0
56769	legal-formal	1	0.0
56770	legitime	1	0.0
56771	legum	1	0.0
56772	legris	1	0.0
56773	lege	1	0.0
56774	legi	1	0.0
56775	lefranc	1	0.0
56776	levar	1	0.0
56777	likelyhood	1	0.0
56778	linha	1	0.0
56779	linhart	1	0.0
56780	linne	1	0.0
56781	lingeries	1	0.0
56782	limn	1	0.0
56783	limbos	1	0.0
56784	lindbeck	1	0.0
56785	lindenberg	1	0.0
56786	linders	1	0.0
56787	limongi	1	0.0
56788	lince	1	0.0
56789	liabilities.	1	0.0
56790	lgd	1	0.0
56791	lge	1	0.0
56792	lft	1	0.0
56793	lgu	1	0.0
56794	liberta	1	0.0
56795	libertadora	1	0.0
56796	levich	1	0.0
56797	levesque	1	0.0
56798	levo	1	0.0
56799	levitsky	1	0.0
56800	levitas	1	0.0
56801	lewinsohn	1	0.0
56802	libris	1	0.0
56803	liceu	1	0.0
56804	libman	1	0.0
56805	libr	1	0.0
56806	libraire	1	0.0
56807	liberto	1	0.0
56808	libras	1	0.0
56809	lider	1	0.0
56810	lidos	1	0.0
56811	lieds	1	0.0
56812	liebman	1	0.0
56813	lidar	1	0.0
56814	lickorish	1	0.0
56815	initiativ	1	0.0
56816	iniciativa	1	0.0
56817	iniciativas	1	0.0
56818	ingenieria	1	0.0
56819	ingenieros	1	0.0
56820	inspetor	1	0.0
56821	insituto	1	0.0
56822	instit	1	0.0
56823	instituo	1	0.0
56824	instru	1	0.0
56825	institutionalists	1	0.0
56826	institutione	1	0.0
56827	instance.3	1	0.0
56828	instancia	1	0.0
56829	inpex	1	0.0
56830	inov	1	0.0
56831	inovation	1	0.0
56832	inp	1	0.0
56833	inquietudes	1	0.0
56834	inr	1	0.0
56835	indienne	1	0.0
56836	indiennes	1	0.0
56837	indias	1	0.0
56838	independentista	1	0.0
56839	indentity	1	0.0
56840	indepen	1	0.0
56841	individual7	1	0.0
56842	indispose	1	0.0
56843	inco	1	0.0
56844	incognita	1	0.0
56845	inclusa	1	0.0
56846	income-led	1	0.0
56847	incr	1	0.0
56848	incre	1	0.0
56849	inflam	1	0.0
56850	infinitas	1	0.0
56851	infe	1	0.0
56852	infonavit	1	0.0
56853	informacion	1	0.0
56854	informaciones	1	0.0
56855	inflation-fighting	1	0.0
56856	inflation-prone	1	0.0
56857	inflation-protected	1	0.0
56858	influ	1	0.0
56859	indust	1	0.0
56860	industriales	1	0.0
56861	industrialisers	1	0.0
56862	inds	1	0.0
56863	inexistence	1	0.0
56864	inevi	1	0.0
56865	industries*	1	0.0
56866	introduc	1	0.0
56867	introd.	1	0.0
56868	introdu	1	0.0
56869	intrafamiliar	1	0.0
56870	intransigente	1	0.0
56871	inve	1	0.0
56872	invectiva	1	0.0
56873	intersindical	1	0.0
56874	interstates	1	0.0
56875	intra-day	1	0.0
56876	intimida	1	0.0
56877	intituled	1	0.0
56878	intl	1	0.0
56879	ir-	1	0.0
56880	investors.	1	0.0
56881	invierno	1	0.0
56882	investi	1	0.0
56883	inves	1	0.0
56884	investigaciones	1	0.0
56885	investments.	1	0.0
56886	ip.	1	0.0
56887	iorio	1	0.0
56888	iof	1	0.0
56889	ioi	1	0.0
56890	ioj	1	0.0
56891	intender	1	0.0
56892	intendentes	1	0.0
56893	inter-sectorial	1	0.0
56894	inter-temporal	1	0.0
56895	inta	1	0.0
56896	intacta	1	0.0
56897	instuments	1	0.0
56898	insufficiencies	1	0.0
56899	intelli	1	0.0
56900	intelligencia	1	0.0
56901	integradas	1	0.0
56902	intefere	1	0.0
56903	inte-	1	0.0
56904	inteligencia	1	0.0
56905	integre	1	0.0
56906	intera	1	0.0
56907	intermed	1	0.0
56908	interm	1	0.0
56909	interprofessionnel	1	0.0
56910	internationalizing	1	0.0
56911	internationaux	1	0.0
56912	interorganizational	1	0.0
56913	interamerican	1	0.0
56914	intergeneration	1	0.0
56915	intergovernment	1	0.0
56916	interesse	1	0.0
56917	ichihara	1	0.0
56918	iacono	1	0.0
56919	iaa	1	0.0
56920	iab	1	0.0
56921	iaco	1	0.0
56922	iao	1	0.0
56923	iapi	1	0.0
56924	ical	1	0.0
56925	ic4d	1	0.0
56926	ibx	1	0.0
56927	iep	1	0.0
56928	idw	1	0.0
56929	iglau	1	0.0
56930	iglu	1	0.0
56931	ignacy	1	0.0
56932	ifoam	1	0.0
56933	ifis	1	0.0
56934	idas	1	0.0
56935	idlenesse	1	0.0
56936	idit	1	0.0
56937	idioma	1	0.0
56938	hyperinflationary	1	0.0
56939	i.1.2	1	0.0
56940	i.13	1	0.0
56941	i.17	1	0.0
56942	i-think	1	0.0
56943	i.7	1	0.0
56944	i.8	1	0.0
56945	i-o	1	0.0
56946	i-n	1	0.0
56947	i-j	1	0.0
56948	i4	1	0.0
56949	i00	1	0.0
56950	i=1	1	0.0
56951	i.m	1	0.0
56952	i.i.	1	0.0
56953	i.i.1	1	0.0
56954	i.i.10	1	0.0
56955	hypothecate	1	0.0
56956	i'l	1	0.0
56957	i+ii	1	0.0
56958	i-1	1	0.0
56959	hyung	1	0.0
56960	impos	1	0.0
56961	impre	1	0.0
56962	impresa	1	0.0
56963	importantes	1	0.0
56964	implications.	1	0.0
56965	import-substituting	1	0.0
56966	imput	1	0.0
56967	improvments	1	0.0
56968	improviso	1	0.0
56969	imp.	1	0.0
56970	imperio	1	0.0
56971	imperatriz	1	0.0
56972	impera	1	0.0
56973	inat	1	0.0
56974	inalterable	1	0.0
56975	inciden	1	0.0
56976	incidencia	1	0.0
56977	incidente	1	0.0
56978	incerta	1	0.0
56979	incendio	1	0.0
56980	ilahi	1	0.0
56981	ilene	1	0.0
56982	ikb	1	0.0
56983	ii.3.4	1	0.0
56984	ii.30	1	0.0
56985	ii-	1	0.0
56986	ii.4	1	0.0
56987	ii.iii	1	0.0
56988	ii.6	1	0.0
56989	ii.7	1	0.0
56990	ii.8	1	0.0
56991	ii.97	1	0.0
56992	igu	1	0.0
56993	iguales	1	0.0
56994	ihren	1	0.0
56995	ihrer	1	0.0
56996	iiid	1	0.0
56997	iii.iii	1	0.0
56998	iid	1	0.0
56999	iii.3	1	0.0
57000	iii.i	1	0.0
57001	iii.11	1	0.0
57002	iii.1	1	0.0
57003	iii-vi	1	0.0
57004	iii-	1	0.0
57005	imbens	1	0.0
57006	imagina	1	0.0
57007	imamura	1	0.0
57008	immiserization	1	0.0
57009	immiserizing	1	0.0
57010	im-	1	0.0
57011	ilustre	1	0.0
57012	ilton	1	0.0
57013	ilmo	1	0.0
57014	k21	1	0.0
57015	k0	1	0.0
57016	k/k	1	0.0
57017	k.r.	1	0.0
57018	k.s.	1	0.0
57019	k=1	1	0.0
57020	kab	1	0.0
57021	jz	1	0.0
57022	justos	1	0.0
57023	jvs	1	0.0
57024	k.20	1	0.0
57025	k+	1	0.0
57026	kanaka	1	0.0
57027	kamien	1	0.0
57028	kahneman	1	0.0
57029	kaimowitz	1	0.0
57030	kaldorian	1	0.0
57031	jse	1	0.0
57032	jss	1	0.0
57033	jtb	1	0.0
57034	jq	1	0.0
57035	jorgenson	1	0.0
57036	jonh	1	0.0
57037	journa	1	0.0
57038	josefino	1	0.0
57039	josaphat	1	0.0
57040	jurek	1	0.0
57041	jurados	1	0.0
57042	justifi	1	0.0
57043	justica	1	0.0
57044	juridico	1	0.0
57045	juliano	1	0.0
57046	jugement	1	0.0
57047	junankar	1	0.0
57048	june-sept	1	0.0
57049	jund	1	0.0
57050	jump-starting	1	0.0
57051	keneth	1	0.0
57052	kenaf	1	0.0
57053	keese	1	0.0
57054	kehl	1	0.0
57055	keeney	1	0.0
57056	keman	1	0.0
57057	keltner	1	0.0
57058	kfoury	1	0.0
57059	kg/m3	1	0.0
57060	khalidi	1	0.0
57061	khair	1	0.0
57062	keuschnigg	1	0.0
57063	karlen	1	0.0
57064	karmokolias	1	0.0
57065	kardon	1	0.0
57066	kashyap	1	0.0
57067	karp	1	0.0
57068	karras	1	0.0
57069	kant's	1	0.0
57070	kanungo	1	0.0
57071	kani	1	0.0
57072	kapadia	1	0.0
57073	kbps	1	0.0
57074	katholieke	1	0.0
57075	kasten	1	0.0
57076	kawamoto	1	0.0
57077	katri	1	0.0
57078	katznelson	1	0.0
57079	katzner	1	0.0
57080	ivoire	1	0.0
57081	iv2	1	0.0
57082	izquierdo	1	0.0
57083	iza	1	0.0
57084	izabela	1	0.0
57085	izabella	1	0.0
57086	ition	1	0.0
57087	ities	1	0.0
57088	itaparica	1	0.0
57089	itens	1	0.0
57090	iup	1	0.0
57091	iv-v	1	0.0
57092	iv.1	1	0.0
57093	iv.6	1	0.0
57094	jacobina	1	0.0
57095	jacot	1	0.0
57096	jackknife	1	0.0
57097	jahren	1	0.0
57098	jagielo	1	0.0
57099	jaim	1	0.0
57100	jafarey	1	0.0
57101	j.j.s.	1	0.0
57102	j.c.v.	1	0.0
57103	j.r.c.	1	0.0
57104	j.r.s.	1	0.0
57105	j.s	1	0.0
57106	j.p.r.	1	0.0
57107	j.p.g.	1	0.0
57108	j-c	1	0.0
57109	j-f	1	0.0
57110	j'avais	1	0.0
57111	j.b	1	0.0
57112	j.-p	1	0.0
57113	j.-m	1	0.0
57114	j.-c	1	0.0
57115	jacarezinho	1	0.0
57116	j24	1	0.0
57117	j3	1	0.0
57118	j4	1	0.0
57119	j45	1	0.0
57120	j.y.	1	0.0
57121	j0	1	0.0
57122	j01	1	0.0
57123	j5	1	0.0
57124	j6	1	0.0
57125	j=6	1	0.0
57126	j=	1	0.0
57127	j8	1	0.0
57128	is0	1	0.0
57129	is1	1	0.0
57130	isee	1	0.0
57131	isenberg	1	0.0
57132	isic	1	0.0
57133	ishikawajima	1	0.0
57134	isaias	1	0.0
57135	isabela	1	0.0
57136	isar	1	0.0
57137	irksomeness	1	0.0
57138	irlanda	1	0.0
57139	irmas	1	0.0
57140	irne	1	0.0
57141	irps	1	0.0
57142	iste	1	0.0
57143	isto	1	0.0
57144	it's	1	0.0
57145	issing	1	0.0
57146	issues.	1	0.0
57147	ista	1	0.0
57148	italiane	1	0.0
57149	it1	1	0.0
57150	itala	1	0.0
57151	itabira	1	0.0
57152	isro	1	0.0
57153	isou	1	0.0
57154	isoglucose	1	0.0
57155	isonomia	1	0.0
57156	jianxi	1	0.0
57157	jiao	1	0.0
57158	jiaotong	1	0.0
57159	jik	1	0.0
57160	john.	1	0.0
57161	jnl	1	0.0
57162	joana	1	0.0
57163	jm1	1	0.0
57164	japa	1	0.0
57165	january-may	1	0.0
57166	janvier	1	0.0
57167	japanization	1	0.0
57168	jano	1	0.0
57169	janne	1	0.0
57170	jarret	1	0.0
57171	jaque	1	0.0
57172	japon	1	0.0
57173	jalan	1	0.0
57174	janela	1	0.0
57175	jan-jun	1	0.0
57176	jan-12	1	0.0
57177	ject	1	0.0
57178	jelle	1	0.0
57179	jave	1	0.0
57180	javeriana	1	0.0
57181	jayant	1	0.0
57182	jb1	1	0.0
57183	jazia	1	0.0
57184	jayaratne	1	0.0
57185	mysterie	1	0.0
57186	mytelka	1	0.0
57187	muth	1	0.0
57188	mutuo	1	0.0
57189	muv	1	0.0
57190	n08	1	0.0
57191	n09	1	0.0
57192	n03	1	0.0
57193	n02	1	0.0
57194	n.e.c	1	0.0
57195	n01	1	0.0
57196	n.v.	1	0.0
57197	n.s	1	0.0
57198	n9a	1	0.0
57199	n9	1	0.0
57200	n=26	1	0.0
57201	n=100	1	0.0
57202	mza	1	0.0
57203	n-l	1	0.0
57204	n.2	1	0.0
57205	n.1	1	0.0
57206	n.11	1	0.0
57207	n.20	1	0.0
57208	n.3	1	0.0
57209	n.32	1	0.0
57210	n-r	1	0.0
57211	n+1	1	0.0
57212	n-2	1	0.0
57213	mundell-fleming	1	0.0
57214	mundia	1	0.0
57215	mumbai	1	0.0
57216	muna	1	0.0
57217	mun.	1	0.0
57218	munia	1	0.0
57219	munir	1	0.0
57220	municpal	1	0.0
57221	multicountry	1	0.0
57222	multicausal	1	0.0
57223	multiflex	1	0.0
57224	multistep	1	0.0
57225	multitiered	1	0.0
57226	mussi	1	0.0
57227	muro	1	0.0
57228	muri	1	0.0
57229	museu	1	0.0
57230	murua	1	0.0
57231	muscatelli	1	0.0
57232	naturalmente	1	0.0
57233	naufragar	1	0.0
57234	nazareno	1	0.0
57235	navistar	1	0.0
57236	nawrocki	1	0.0
57237	nat-west	1	0.0
57238	natale	1	0.0
57239	nati	1	0.0
57240	nassif	1	0.0
57241	nassar	1	0.0
57242	national-state	1	0.0
57243	naturaleza	1	0.0
57244	naturali	1	0.0
57245	nationalbank	1	0.0
57246	near-exclusive	1	0.0
57247	ncia	1	0.0
57248	nbl	1	0.0
57249	nd2	1	0.0
57250	nder	1	0.0
57251	ne2	1	0.0
57252	ne-	1	0.0
57253	nduka	1	0.0
57254	nahema	1	0.0
57255	nagement	1	0.0
57256	nalco	1	0.0
57257	naissance	1	0.0
57258	nakagawa	1	0.0
57259	naar	1	0.0
57260	nac.	1	0.0
57261	nabeshima	1	0.0
57262	n=89	1	0.0
57263	n=86	1	0.0
57264	n_	1	0.0
57265	n=82	1	0.0
57266	n=80	1	0.0
57267	nadya	1	0.0
57268	nadiri	1	0.0
57269	naft	1	0.0
57270	naci	1	0.0
57271	nadal	1	0.0
57272	nardini	1	0.0
57273	nardy	1	0.0
57274	narciso	1	0.0
57275	naren	1	0.0
57276	narasimhan	1	0.0
57277	narula	1	0.0
57278	nasem	1	0.0
57279	namorado	1	0.0
57280	nankervis	1	0.0
57281	morgantown	1	0.0
57282	morizot	1	0.0
57283	morishima	1	0.0
57284	morins	1	0.0
57285	morir	1	0.0
57286	moosa	1	0.0
57287	mosa	1	0.0
57288	moschini	1	0.0
57289	mosconi	1	0.0
57290	moscoso	1	0.0
57291	moscovite	1	0.0
57292	mostarda	1	0.0
57293	mossi	1	0.0
57294	morou	1	0.0
57295	morra	1	0.0
57296	morss	1	0.0
57297	mongelli	1	0.0
57298	money-using	1	0.0
57299	monetaria	1	0.0
57300	monasterio	1	0.0
57301	monat	1	0.0
57302	monbeig	1	0.0
57303	monceau	1	0.0
57304	montford	1	0.0
57305	monteagudo	1	0.0
57306	montecarlo	1	0.0
57307	montmorillon	1	0.0
57308	montiel	1	0.0
57309	montvale	1	0.0
57310	monopsonist	1	0.0
57311	monocropping	1	0.0
57312	montanha	1	0.0
57313	muerto	1	0.0
57314	muhammadu	1	0.0
57315	muito	1	0.0
57316	mtl	1	0.0
57317	mtg	1	0.0
57318	muar	1	0.0
57319	muchos	1	0.0
57320	multi-technology	1	0.0
57321	multibanco	1	0.0
57322	multi-regional	1	0.0
57323	multi-state	1	0.0
57324	muleta	1	0.0
57325	mulcts	1	0.0
57326	mulino	1	0.0
57327	mujeres	1	0.0
57328	mula	1	0.0
57329	mult	1	0.0
57330	motos	1	0.0
57331	mounier	1	0.0
57332	motora	1	0.0
57333	motorizada	1	0.0
57334	mqp	1	0.0
57335	mqs	1	0.0
57336	mre	1	0.0
57337	mpb	1	0.0
57338	mpmg	1	0.0
57339	mt1	1	0.0
57340	mt+1	1	0.0
57341	mrtp	1	0.0
57342	ms-4	1	0.0
57343	ms10	1	0.0
57344	moyens	1	0.0
57345	moyses	1	0.0
57346	moving-average	1	0.0
57347	non-mercantile	1	0.0
57348	non-planned	1	0.0
57349	non-insurance	1	0.0
57350	non-job	1	0.0
57351	non-mathematicians	1	0.0
57352	non-marginal	1	0.0
57353	non-storable	1	0.0
57354	non-tangible	1	0.0
57355	non-targeted	1	0.0
57356	non-sustainability	1	0.0
57357	non-respect	1	0.0
57358	non-captive	1	0.0
57359	non-car	1	0.0
57360	non-asset	1	0.0
57361	non-causality	1	0.0
57362	non-agriculture	1	0.0
57363	non-appliance	1	0.0
57364	non-federal	1	0.0
57365	non-exporting	1	0.0
57366	non-exclusivity	1	0.0
57367	non-fund	1	0.0
57368	non-gaussian	1	0.0
57369	non-cooperatively	1	0.0
57370	non-convergence	1	0.0
57371	non-contribution	1	0.0
57372	non-dynamic	1	0.0
57373	non-distortionary	1	0.0
57374	noumenon	1	0.0
57375	novellus	1	0.0
57376	noveau	1	0.0
57377	novaes	1	0.0
57378	note.	1	0.0
57379	notar	1	0.0
57380	nuce	1	0.0
57381	nta	1	0.0
57382	nti	1	0.0
57383	ntm	1	0.0
57384	nucleo	1	0.0
